,Company Name,Country,Launcher,Shuttle,Rocket,Status Rocket,Year,Month,Status Mission
3120,Martin Marietta,USA,Titan-III(33)B Agena-D, Jumpseat 3,,StatusRetired,1973,8,Success
3121,RVSN USSR,Russian Federation,Voskhod, Cosmos 579,,StatusRetired,1973,8,Success
3122,RVSN USSR,Russian Federation,Voskhod, Cosmos 578,,StatusRetired,1973,8,Success
3123,NASA,USA,Saturn IB, Skylab 3,,StatusRetired,1973,7,Success
3124,RVSN USSR,Russian Federation,Voskhod, Cosmos 577,,StatusRetired,1973,7,Success
3125,Martin Marietta,USA,Titan IIID, KH-9,,StatusRetired,1973,7,Success
3126,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-2 n†­34,,StatusRetired,1973,7,Success
3127,RVSN USSR,Russian Federation,Voskhod, Zenit-4M n†­50,,StatusRetired,1973,7,Failure
3128,RVSN USSR,Russian Federation,Soyuz M, Cosmos 576,,StatusRetired,1973,6,Success
3129,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Tselina-OM #20,,StatusRetired,1973,6,Failure
3130,US Air Force,USA,Titan III(24)B, OPS 4018,,StatusRetired,1973,6,Failure
3131,RVSN USSR,Russian Federation,Voskhod, Cosmos 575,,StatusRetired,1973,6,Success
3132,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 574,,StatusRetired,1973,6,Success
3133,RVSN USSR,Kazakhstan,Soyuz, Cosmos 573,,StatusRetired,1973,6,Success
3134,Martin Marietta,USA,Titan III(23)C, DSP-4,,StatusRetired,1973,6,Success
3135,RVSN USSR,Kazakhstan,Voskhod, Cosmos 572,,StatusRetired,1973,6,Success
3136,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 564 to 571,,StatusRetired,1973,6,Success
3137,RVSN USSR,Russian Federation,Voskhod, Cosmos 563,,StatusRetired,1973,6,Success
3138,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 562,,StatusRetired,1973,6,Success
3139,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­26,,StatusRetired,1973,5,Success
3140,RVSN USSR,Russian Federation,Voskhod, Cosmos 561,,StatusRetired,1973,5,Success
3141,NASA,USA,Saturn IB, Skylab 2,,StatusRetired,1973,5,Success
3142,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Zaliv #17,,StatusRetired,1973,5,Failure
3143,RVSN USSR,Russian Federation,Cosmos-3MRB (65MRB), BOR-3 Shuttle,,StatusRetired,1973,5,Success
3144,RVSN USSR,Russian Federation,Voskhod, Cosmos 560,,StatusRetired,1973,5,Success
3145,CNES,France,Diamant B, Castor & Pollux,,StatusRetired,1973,5,Failure
3146,RVSN USSR,Russian Federation,Soyuz U, Cosmos 559,,StatusRetired,1973,5,Success
3147,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 558,,StatusRetired,1973,5,Success
3148,US Air Force,USA,Titan III(24)B, OPS 2093,,StatusRetired,1973,5,Success
3149,NASA,USA,Saturn V, Skylab 1,1160.0,StatusRetired,1973,5,Success
3150,RVSN USSR,Russian Federation,Voskhod, Cosmos 554,,StatusRetired,1973,5,Success
3151,RVSN USSR,Russian Federation,Voskhod, Cosmos 555,,StatusRetired,1973,4,Success
3152,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 556,,StatusRetired,1973,4,Failure
3153,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-9,,StatusRetired,1973,4,Success
3154,RVSN USSR,Russian Federation,Voskhod, Cosmos 554,,StatusRetired,1973,4,Success
3155,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 553,,StatusRetired,1973,4,Success
3156,General Dynamics,USA,Atlas-SLV3D Centaur-D1A, Pioneer 11,,StatusRetired,1973,4,Success
3157,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-2 n†­33,,StatusRetired,1973,4,Success
3158,RVSN USSR,Kazakhstan,Proton K, Saliout-2,,StatusRetired,1973,4,Success
3159,RVSN USSR,Russian Federation,Voskhod, Cosmos 552,,StatusRetired,1973,3,Success
3160,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­25,,StatusRetired,1973,3,Success
3161,Martin Marietta,USA,Titan IIID, KH-9,,StatusRetired,1973,3,Success
3162,General Dynamics,USA,Atlas-SLV3A Agena-D, AFP-720 (Rhyolite-2),,StatusRetired,1973,3,Success
3163,RVSN USSR,Kazakhstan,Voskhod, Cosmos 551,,StatusRetired,1973,3,Success
3164,RVSN USSR,Russian Federation,Voskhod, Cosmos 550,,StatusRetired,1973,3,Success
3165,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 549,,StatusRetired,1973,2,Success
3166,RVSN USSR,Kazakhstan,Molniya-M /Block SO-L, Prognoz n†­3,,StatusRetired,1973,2,Success
3167,RVSN USSR,Russian Federation,Voskhod, Cosmos 548,,StatusRetired,1973,2,Success
3168,RVSN USSR,Kazakhstan,Molniya-M /Block L, Molniya-1 n†­32,,StatusRetired,1973,2,Success
3169,RVSN USSR,Kazakhstan,Voskhod, Cosmos 547,,StatusRetired,1973,2,Success
3170,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 546,,StatusRetired,1973,1,Success
3171,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 545,,StatusRetired,1973,1,Success
3172,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 544,,StatusRetired,1973,1,Success
3173,RVSN USSR,Kazakhstan,Voskhod, Cosmos 543,,StatusRetired,1973,1,Success
3174,RVSN USSR,Russian Federation,Vostok-2M, Cosmos 542,,StatusRetired,1972,12,Partial Failure
3175,RVSN USSR,Russian Federation,Soyuz M, Cosmos 541,,StatusRetired,1972,12,Success
3176,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 540,,StatusRetired,1972,12,Success
3177,US Air Force,USA,Titan III(24)B, OPS 3978,,StatusRetired,1972,12,Success
3178,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 539,,StatusRetired,1972,12,Success
3179,General Dynamics,USA,Atlas-SLV3A Agena-D, AFP-827 (Canyon-5),,StatusRetired,1972,12,Success
3180,NASA,USA,Saturn V, Apollo 17,1160.0,StatusRetired,1972,12,Success
3181,RVSN USSR,Russian Federation,Voskhod, Cosmos 538,,StatusRetired,1972,12,Success
3182,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-2 n†­31,,StatusRetired,1972,12,Success
3183,RVSN USSR,Kazakhstan,Molniya-M /Block L, Molniya-1 n†­30,,StatusRetired,1972,12,Success
3184,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-8,,StatusRetired,1972,11,Success
3185,RVSN USSR,Kazakhstan,Voskhod, Cosmos 537,,StatusRetired,1972,11,Success
3186,RVSN USSR,Kazakhstan,N1-L3, 7L (Soyuz 7K-LOK No.1),,StatusRetired,1972,11,Failure
3187,ASI,Kenya,Scout D1, Explorer 48,,StatusRetired,1972,11,Success
3188,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 536,,StatusRetired,1972,11,Success
3189,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 528 to 535,,StatusRetired,1972,11,Success
3190,RVSN USSR,Russian Federation,Voskhod, Cosmos 527,,StatusRetired,1972,10,Success
3191,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­24,,StatusRetired,1972,10,Success
3192,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 526,,StatusRetired,1972,10,Success
3193,RVSN USSR,Russian Federation,Voskhod, Cosmos 525,,StatusRetired,1972,10,Success
3194,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Strela-2M satellite,,StatusRetired,1972,10,Failure
3195,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­29,,StatusRetired,1972,10,Success
3196,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 524,,StatusRetired,1972,10,Success
3197,Martin Marietta,USA,Titan IIID, KH-9 & SSF-C-3,,StatusRetired,1972,10,Success
3198,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 523,,StatusRetired,1972,10,Success
3199,RVSN USSR,Russian Federation,Voskhod, Cosmos 522,,StatusRetired,1972,10,Success
3200,General Dynamics,USA,Atlas-E/F Burner, P72-1,,StatusRetired,1972,10,Success
3201,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-2 n†­28,,StatusRetired,1972,9,Success
3202,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 521,,StatusRetired,1972,9,Success
3203,RVSN USSR,Russian Federation,Molniya-M /Block 2BL, Cosmos 520,,StatusRetired,1972,9,Success
3204,RVSN USSR,Kazakhstan,Voskhod, Cosmos 519,,StatusRetired,1972,9,Success
3205,RVSN USSR,Russian Federation,Voskhod, Cosmos 518,,StatusRetired,1972,9,Success
3206,RVSN USSR,Russian Federation,Voskhod, Zenit-4M n†­40,,StatusRetired,1972,9,Failure
3207,US Air Force,USA,Titan III(24)B, OPS 8888,,StatusRetired,1972,9,Success
3208,RVSN USSR,Kazakhstan,Voskhod, Cosmos 517,,StatusRetired,1972,8,Success
3209,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-7,,StatusRetired,1972,8,Success
3210,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 516,,StatusRetired,1972,8,Success
3211,General Dynamics,USA,Atlas-SLV3C Centaur-D, OAO-3,,StatusRetired,1972,8,Success
3212,ISAS,Japan,Mu-IV S, Denpa,,StatusRetired,1972,8,Success
3213,RVSN USSR,Russian Federation,Voskhod, Cosmos 515,,StatusRetired,1972,8,Success
3214,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 514,,StatusRetired,1972,8,Success
3215,CASC,China,Feng Bao 1, Shiyan Peizhong,,StatusRetired,1972,8,Success
3216,RVSN USSR,Kazakhstan,Voskhod, Cosmos 513,,StatusRetired,1972,8,Success
3217,RVSN USSR,Kazakhstan,Proton K/Block D, DOS-2,,StatusRetired,1972,7,Failure
3218,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 504 to 511,,StatusRetired,1972,7,Success
3219,RVSN USSR,Russian Federation,Voskhod, Cosmos 503,,StatusRetired,1972,7,Success
3220,RVSN USSR,Russian Federation,Soyuz M, Cosmos 502,,StatusRetired,1972,7,Partial Failure
3221,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 501,,StatusRetired,1972,7,Success
3222,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 500,,StatusRetired,1972,7,Success
3223,Martin Marietta,USA,Titan IIID, KH-9 & SSF-B-23,,StatusRetired,1972,7,Success
3224,RVSN USSR,Kazakhstan,Voskhod, Cosmos 499,,StatusRetired,1972,7,Success
3225,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 498,,StatusRetired,1972,7,Success
3226,RVSN USSR,Kazakhstan,Soyuz, Cosmos 496,,StatusRetired,1972,7,Success
3227,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­23,,StatusRetired,1972,6,Success
3228,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 497,,StatusRetired,1972,6,Success
3229,RVSN USSR,Kazakhstan,Molniya-M /Block SO-L, Prognoz n†­2,,StatusRetired,1972,6,Success
3230,RVSN USSR,Russian Federation,Voskhod, Cosmos 495,,StatusRetired,1972,6,Success
3231,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 494,,StatusRetired,1972,6,Success
3232,RVSN USSR,Kazakhstan,Voskhod, Cosmos 493,,StatusRetired,1972,6,Success
3233,General Dynamics,USA,Atlas-SLV3C Centaur-D, Intelsat 4 F5,,StatusRetired,1972,6,Success
3234,RVSN USSR,Kazakhstan,Voskhod, Cosmos 492,,StatusRetired,1972,6,Success
3235,RVSN USSR,Kazakhstan,Voskhod, Cosmos 491,,StatusRetired,1972,5,Success
3236,US Air Force,USA,Titan III(24)B, OPS 6574,,StatusRetired,1972,5,Failure
3237,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-2 n†­27,,StatusRetired,1972,5,Success
3238,RVSN USSR,Russian Federation,Voskhod, Cosmos 490,,StatusRetired,1972,5,Success
3239,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 489,,StatusRetired,1972,5,Success
3240,RVSN USSR,Russian Federation,Voskhod, Cosmos 488,,StatusRetired,1972,5,Success
3241,RVSN USSR,Russian Federation,Cosmos-2I (63SM), DS-P1-You #51,,StatusRetired,1972,4,Failure
3242,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 487,,StatusRetired,1972,4,Success
3243,NASA,USA,Saturn V, Apollo 16,1160.0,StatusRetired,1972,4,Success
3244,RVSN USSR,Russian Federation,Voskhod, Cosmos 486,,StatusRetired,1972,4,Success
3245,RVSN USSR,Kazakhstan,Molniya-M /Block SO-L, Prognoz n†­1,,StatusRetired,1972,4,Success
3246,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 485,,StatusRetired,1972,4,Success
3247,RVSN USSR,Kazakhstan,Voskhod, Intercosmos-6,,StatusRetired,1972,4,Success
3248,RVSN USSR,Russian Federation,Voskhod, Cosmos 484,,StatusRetired,1972,4,Success
3249,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­26 & SRET-1,,StatusRetired,1972,4,Success
3250,RVSN USSR,Russian Federation,Voskhod, Cosmos 483,,StatusRetired,1972,4,Success
3251,RVSN USSR,Kazakhstan,Molniya-M /Block NVL, Cosmos 482,,StatusRetired,1972,3,Partial Failure
3252,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­22,,StatusRetired,1972,3,Success
3253,RVSN USSR,Kazakhstan,Molniya-M /Block NVL, Venera 8,,StatusRetired,1972,3,Success
3254,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 481,,StatusRetired,1972,3,Success
3255,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 480,,StatusRetired,1972,3,Success
3256,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 479,,StatusRetired,1972,3,Success
3257,US Air Force,USA,Titan III(24)B, OPS 1678,,StatusRetired,1972,3,Success
3258,RVSN USSR,Russian Federation,Voskhod, Cosmos 478,,StatusRetired,1972,3,Success
3259,RVSN USSR,Russian Federation,Voskhod, Cosmos 477,,StatusRetired,1972,3,Success
3260,General Dynamics,USA,Atlas-SLV3C Centaur-D, Pioneer 10,,StatusRetired,1972,3,Success
3261,RVSN USSR,Russian Federation,Vostok-2M, Cosmos 476,,StatusRetired,1972,3,Success
3262,Martin Marietta,USA,Titan III(23)C, DSP-3,,StatusRetired,1972,3,Success
3263,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 475,,StatusRetired,1972,2,Success
3264,Martin Marietta,USA,Titan-III(33)B Agena-D, Jumpseat 2,,StatusRetired,1972,2,Failure
3265,RVSN USSR,Kazakhstan,Voskhod, Cosmos 474,,StatusRetired,1972,2,Success
3266,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-20,,StatusRetired,1972,2,Success
3267,RVSN USSR,Russian Federation,Cosmos-3MRB (65MRB), BOR-2 Shuttle,,StatusRetired,1972,2,Success
3268,RVSN USSR,Kazakhstan,Voskhod, Cosmos 473,,StatusRetired,1972,2,Success
3269,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 472,,StatusRetired,1972,1,Success
3270,General Dynamics,USA,Atlas-SLV3C Centaur-D, Intelsat 4 F4,,StatusRetired,1972,1,Success
3271,Martin Marietta,USA,Titan IIID, KH-9 & SSF-B-22,,StatusRetired,1972,1,Success
3272,RVSN USSR,Kazakhstan,Voskhod, Cosmos 471,,StatusRetired,1972,1,Success
3273,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­21,,StatusRetired,1971,12,Success
3274,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Oreol,,StatusRetired,1971,12,Success
3275,RVSN USSR,Russian Federation,Soyuz M, Cosmos 470,,StatusRetired,1971,12,Partial Failure
3276,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 469,,StatusRetired,1971,12,Success
3277,General Dynamics,USA,Atlas-SLV3C Centaur-D, Intelsat 4 F3,,StatusRetired,1971,12,Success
3278,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­25,,StatusRetired,1971,12,Success
3279,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 468,,StatusRetired,1971,12,Success
3280,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 467,,StatusRetired,1971,12,Success
3281,RVSN USSR,Kazakhstan,Voskhod, Cosmos 466,,StatusRetired,1971,12,Success
3282,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 465,,StatusRetired,1971,12,Success
3283,RVSN USSR,Russian Federation,Voskhod, Cosmos 464,,StatusRetired,1971,12,Success
3284,RVSN USSR,Kazakhstan,Voskhod, Cosmos 463,,StatusRetired,1971,12,Success
3285,CNES,France,Diamant B, Polaire,,StatusRetired,1971,12,Failure
3286,General Dynamics,USA,Atlas-SLV3A Agena-D, AFP-827 (Canyon-4),,StatusRetired,1971,12,Failure
3287,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 462,,StatusRetired,1971,12,Success
3288,RVSN USSR,Russian Federation,Voskhod, Zenit-2M n†­25,,StatusRetired,1971,12,Failure
3289,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 461,,StatusRetired,1971,12,Success
3290,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Intercosmos-5,,StatusRetired,1971,12,Success
3291,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 460,,StatusRetired,1971,11,Success
3292,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 459,,StatusRetired,1971,11,Success
3293,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 458,,StatusRetired,1971,11,Success
3294,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-2 n†­24,,StatusRetired,1971,11,Success
3295,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 457,,StatusRetired,1971,11,Success
3296,RVSN USSR,Russian Federation,Voskhod, Cosmos 456,,StatusRetired,1971,11,Partial Failure
3297,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 455,,StatusRetired,1971,11,Success
3298,ASI,Kenya,Scout B, Explorer 45,,StatusRetired,1971,11,Success
3299,CECLES,France,Europa 2, Test flight,,StatusRetired,1971,11,Failure
3300,Martin Marietta,USA,Titan III(23)C, DSCS-II 1&2,,StatusRetired,1971,11,Success
3301,RVSN USSR,Russian Federation,Voskhod, Cosmos 454,,StatusRetired,1971,11,Success
3302,RAE,Australia,Black Arrow, Prospero,,StatusRetired,1971,10,Success
3303,US Air Force,USA,Titan III(24)B, OPS 7616,,StatusRetired,1971,10,Success
3304,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 453,,StatusRetired,1971,10,Success
3305,RVSN USSR,Kazakhstan,Voskhod, Cosmos 452,,StatusRetired,1971,10,Success
3306,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 444 to 451,,StatusRetired,1971,10,Success
3307,RVSN USSR,Russian Federation,Voskhod, Cosmos 443,,StatusRetired,1971,10,Success
3308,RVSN USSR,Russian Federation,Voskhod, Cosmos 442,,StatusRetired,1971,9,Success
3309,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-19,,StatusRetired,1971,9,Success
3310,RVSN USSR,Kazakhstan,Voskhod, Cosmos 441,,StatusRetired,1971,9,Success
3311,ISAS,Japan,Mu-IV S, Shinsei,,StatusRetired,1971,9,Success
3312,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 440,,StatusRetired,1971,9,Success
3313,RVSN USSR,Russian Federation,Voskhod, Cosmos 439,,StatusRetired,1971,9,Success
3314,RVSN USSR,Russian Federation,Voskhod, Cosmos 438,,StatusRetired,1971,9,Success
3315,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 437,,StatusRetired,1971,9,Success
3316,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 436,,StatusRetired,1971,9,Success
3317,RVSN USSR,Kazakhstan,Proton K/Block D, Luna-18,,StatusRetired,1971,9,Success
3318,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 435,,StatusRetired,1971,8,Success
3319,RVSN USSR,Kazakhstan,Voskhod, Zenit-2M n†­22,,StatusRetired,1971,8,Failure
3320,US Air Force,USA,Titan III(24)B, OPS 8607,,StatusRetired,1971,8,Success
3321,RVSN USSR,Kazakhstan,Tsyklon, Cosmos 433,,StatusRetired,1971,8,Success
3322,General Dynamics,USA,Atlas-E/F OV1, OV1-20 OV1-21,,StatusRetired,1971,8,Success
3323,RVSN USSR,Kazakhstan,Voskhod, Cosmos 432,,StatusRetired,1971,8,Success
3324,RVSN USSR,Russian Federation,Cosmos-2I (63SM), DS-P1-You #33,,StatusRetired,1971,8,Failure
3325,RVSN USSR,Kazakhstan,Voskhod, Cosmos 431,,StatusRetired,1971,7,Success
3326,RVSN USSR,Russian Federation,Voskhod, Cosmos 512,,StatusRetired,1971,7,Success
3327,RVSN USSR,Russian Federation,Molniya-M /Block L, Molniya-1 n†­20,,StatusRetired,1971,7,Success
3328,NASA,USA,Saturn V, Apollo 15,1160.0,StatusRetired,1971,7,Success
3329,RVSN USSR,Russian Federation,Voskhod, Cosmos 430,,StatusRetired,1971,7,Success
3330,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Tselina-OM #10,,StatusRetired,1971,7,Failure
3331,RVSN USSR,Kazakhstan,Voskhod, Cosmos 429,,StatusRetired,1971,7,Success
3332,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­20,,StatusRetired,1971,7,Success
3333,RVSN USSR,Kazakhstan,N1-L3, 6L (Test flight),,StatusRetired,1971,6,Failure
3334,RVSN USSR,Russian Federation,Voskhod, Zenit-4M n†­17,,StatusRetired,1971,6,Failure
3335,RVSN USSR,Kazakhstan,Voskhod, Cosmos 428,,StatusRetired,1971,6,Success
3336,Martin Marietta,USA,Titan IIID, KH-9,,StatusRetired,1971,6,Success
3337,RVSN USSR,Kazakhstan,Soyuz L, Cosmos 434 (T2K Lunar Lander),,StatusRetired,1971,6,Success
3338,RVSN USSR,Russian Federation,Voskhod, Cosmos 427,,StatusRetired,1971,6,Success
3339,RVSN USSR,Kazakhstan,Soyuz, Soyuz 11,,StatusRetired,1971,6,Success
3340,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 426,,StatusRetired,1971,6,Success
3341,General Dynamics,USA,Atlas-SLV3C Centaur-D, Mariner 9,,StatusRetired,1971,5,Success
3342,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 425,,StatusRetired,1971,5,Success
3343,RVSN USSR,Kazakhstan,Proton K/Block D, Mars-3,,StatusRetired,1971,5,Success
3344,RVSN USSR,Russian Federation,Voskhod, Cosmos 424,,StatusRetired,1971,5,Success
3345,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 423,,StatusRetired,1971,5,Success
3346,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 422,,StatusRetired,1971,5,Success
3347,RVSN USSR,Kazakhstan,Proton K/Block D, Mars-2,,StatusRetired,1971,5,Success
3348,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 421,,StatusRetired,1971,5,Success
3349,RVSN USSR,Kazakhstan,Voskhod, Cosmos 420,,StatusRetired,1971,5,Success
3350,RVSN USSR,Kazakhstan,Proton K/Block D, Cosmos 419,,StatusRetired,1971,5,Success
3351,General Dynamics,USA,Atlas-SLV3C Centaur-D, Mariner 8,,StatusRetired,1971,5,Failure
3352,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 411 to 418,,StatusRetired,1971,5,Success
3353,RVSN USSR,Kazakhstan,Voskhod, Cosmos 410,,StatusRetired,1971,5,Success
3354,Martin Marietta,USA,Titan III(23)C, DSP-2,,StatusRetired,1971,5,Success
3355,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 409,,StatusRetired,1971,4,Success
3356,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 408,,StatusRetired,1971,4,Success
3357,ASI,Kenya,Scout B, San Marco 3,,StatusRetired,1971,4,Success
3358,RVSN USSR,Kazakhstan,Soyuz, Soyuz 10,,StatusRetired,1971,4,Success
3359,US Air Force,USA,Titan III(23)B, OPS 7899,,StatusRetired,1971,4,Success
3360,RVSN USSR,Russian Federation,Cosmos-3MRB (65MRB), BOR-2 Shuttle,,StatusRetired,1971,4,Success
3361,RVSN USSR,Kazakhstan,Proton K, Saliout-1,,StatusRetired,1971,4,Success
3362,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­19,,StatusRetired,1971,4,Success
3363,CNES,France,Diamant B, Tournesol,,StatusRetired,1971,4,Success
3364,RVSN USSR,Russian Federation,Voskhod, Cosmos 406,,StatusRetired,1971,4,Success
3365,RVSN USSR,Russian Federation,Vostok-2M, Cosmos 405,,StatusRetired,1971,4,Success
3366,RVSN USSR,Russian Federation,Voskhod, Cosmos 403,,StatusRetired,1971,4,Success
3367,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 402,,StatusRetired,1971,4,Success
3368,RVSN USSR,Russian Federation,Voskhod, Cosmos 401,,StatusRetired,1971,3,Success
3369,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 407,,StatusRetired,1971,3,Success
3370,Martin Marietta,USA,Titan-III(33)B Agena-D, Jumpseat 1,,StatusRetired,1971,3,Success
3371,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 400,,StatusRetired,1971,3,Success
3372,RVSN USSR,Russian Federation,Cosmos-2I (63SM), DS-P1-You #39,,StatusRetired,1971,3,Failure
3373,RVSN USSR,Russian Federation,Voskhod, Zenit-2M n†­17,,StatusRetired,1971,3,Failure
3374,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 404,,StatusRetired,1971,3,Success
3375,CASC,China,Long March 1, Shijian 1,,StatusRetired,1971,3,Success
3376,RVSN USSR,Kazakhstan,Voskhod, Cosmos 399,,StatusRetired,1971,3,Success
3377,RVSN USSR,Kazakhstan,Soyuz L, Cosmos 398 (T2K Lunar Lander),,StatusRetired,1971,2,Success
3378,RVSN USSR,Kazakhstan,Tsyklon-2, Cosmos 397,,StatusRetired,1971,2,Success
3379,ISAS,Japan,Mu-III C, Hakucho,,StatusRetired,1971,2,Success
3380,RVSN USSR,Russian Federation,Voskhod, Cosmos 396,,StatusRetired,1971,2,Success
3381,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 395,,StatusRetired,1971,2,Success
3382,ISAS,Japan,Mu-IV S, Tansei 1,,StatusRetired,1971,2,Success
3383,RVSN USSR,Russian Federation,Cosmos-3M (11K65M), Cosmos 394,,StatusRetired,1971,2,Success
3384,NASA,USA,Saturn V, Apollo 14,1160.0,StatusRetired,1971,1,Success
3385,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 393,,StatusRetired,1971,1,Success
3386,General Dynamics,USA,Atlas-SLV3C Centaur-D, Intelsat 4 F2,,StatusRetired,1971,1,Success
3387,US Air Force,USA,Titan III(23)B, OPS 7776,,StatusRetired,1971,1,Success
3388,RVSN USSR,Kazakhstan,Voskhod, Cosmos 392,,StatusRetired,1971,1,Success
3389,RVSN USSR,Russian Federation,Vostok-2M, Meteor n†­18,,StatusRetired,1971,1,Success
3390,RVSN USSR,Russian Federation,Cosmos-2I (63SM), Cosmos 391,,StatusRetired,1971,1,Success
